lat,lon,type,title,link
54.4415206,18.420487,przychodnia,Ośrodek zdrowia,https://www.google.com/maps/place/O%C5%9Brodek+zdrowia/data=!4m7!3m6!1s0x46fda1e459efcd41:0x27c0d8d20a3643b3!8m2!3d54.4415206!4d18.420487!16s%2Fg%2F11g9qhxmpw!19sChIJQc3vWeSh_UYRs0M2CtLYwCc?authuser=0&hl=en&rclk=1
54.4697376,18.4691043,przychodnia,Medical Center Dąbrowa-Dąbrówka Sp. o.o.,https://www.google.com/maps/place/Medical+Center+D%C4%85browa-D%C4%85br%C3%B3wka+Sp.+o.o./data=!4m7!3m6!1s0x46fda1a7c2b4f7a5:0xde6df2093b43aadc!8m2!3d54.4697376!4d18.4691043!16s%2Fg%2F1vnthlb1!19sChIJpfe0wqeh_UYR3KpDOwnybd4?authuser=0&hl=en&rclk=1
54.4713,18.4960721,przychodnia,NZOZ Przychodnia u Źródła Marii,https://www.google.com/maps/place/NZOZ+Przychodnia+u+%C5%B9r%C3%B3d%C5%82a+Marii/data=!4m7!3m6!1s0x46fda0feeb701fe7:0xbd8c7e10c490e55a!8m2!3d54.4713!4d18.4960721!16s%2Fg%2F1tcyd4st!19sChIJ5x9w6_6g_UYRWuWQxBB-jL0?authuser=0&hl=en&rclk=1
54.425859,18.4714468,przychodnia,Poradnia Lekarza Poz,https://www.google.com/maps/place/Poradnia+Lekarza+Poz/data=!4m7!3m6!1s0x46fda0282b98286f:0xf5703fe45bd2869e!8m2!3d54.425859!4d18.4714468!16s%2Fg%2F11nm9lk05d!19sChIJbyiYKyig_UYRnobSW-Q_cPU?authuser=0&hl=en&rclk=1
54.489717,18.4255795,przychodnia,Przychodnia Medica Wiczlino,https://www.google.com/maps/place/Przychodnia+Medica+Wiczlino/data=!4m7!3m6!1s0x46fda3d9ddd965cb:0xc11611f92f2880b8!8m2!3d54.489717!4d18.4255795!16s%2Fg%2F11fx91spw7!19sChIJy2XZ3dmj_UYRuIAoL_kRFsE?authuser=0&hl=en&rclk=1
54.455464,18.3358848,przychodnia,Nasze Zdrowie Nzoz,https://www.google.com/maps/place/Nasze+Zdrowie+Nzoz/data=!4m7!3m6!1s0x46fda3c87c35a883:0xc58f61af5d1bcfff!8m2!3d54.455464!4d18.3358848!16s%2Fg%2F11gy3fmn6r!19sChIJg6g1fMij_UYR_88bXa9hj8U?authuser=0&hl=en&rclk=1
54.4314314,18.478597,przychodnia,NovumMedica - Centrum Medyczne Przychodnia POZ,https://www.google.com/maps/place/NovumMedica+-+Centrum+Medyczne+Przychodnia+POZ/data=!4m7!3m6!1s0x46fda1f0296b7579:0x74604332ef4c750c!8m2!3d54.4314314!4d18.478597!16s%2Fg%2F11t2w42ly8!19sChIJeXVrKfCh_UYRDHVM7zJDYHQ?authuser=0&hl=en&rclk=1
54.425859,18.4714468,przychodnia,Przychodnia Biwakowa,https://www.google.com/maps/place/Przychodnia+Biwakowa/data=!4m7!3m6!1s0x46fda0282b98286f:0xc4fddc05f7b908a7!8m2!3d54.425859!4d18.4714468!16s%2Fg%2F11fp1t8129!19sChIJbyiYKyig_UYRpwi59wXc_cQ?authuser=0&hl=en&rclk=1
54.468475,18.4642037,przychodnia,SPECIALIST VETERINARY CLINIC Tomasz Dmuchała,https://www.google.com/maps/place/SPECIALIST+VETERINARY+CLINIC+Tomasz+Dmucha%C5%82a/data=!4m7!3m6!1s0x46fda0c0238adebd:0x6d6f5401c27fb6a3!8m2!3d54.468475!4d18.4642037!16s%2Fg%2F1pp2vgf_m!19sChIJvd6KI8Cg_UYRo7Z_wgFUb20?authuser=0&hl=en&rclk=1
54.4566187,18.53907,przychodnia,Przychodnia Jedynka,https://www.google.com/maps/place/Przychodnia+Jedynka/data=!4m7!3m6!1s0x46fda07c45e44fa5:0xc6904ad63e12505e!8m2!3d54.4566187!4d18.53907!16s%2Fg%2F11h6g17qzt!19sChIJpU_kRXyg_UYRXlASPtZKkMY?authuser=0&hl=en&rclk=1
